FIRST_ID,SECOND_ID,SIMILARITY
39,28,"0,0185"
26,44,"0,0185"
44,26,"0,0185"
33,47,"0,0184"
47,33,"0,0184"
13,44,"0,0183"
44,13,"0,0183"
26,35,"0,0182"
35,26,"0,0182"
22,26,"0,0182"
26,22,"0,0182"
6,12,"0,0181"
12,6,"0,0181"
8,35,"0,0181"
35,8,"0,0181"
8,34,"0,0180"
34,8,"0,0180"
11,35,"0,0180"
35,11,"0,0180"
7,15,"0,0179"
15,7,"0,0179"
1,30,"0,0179"
30,1,"0,0179"
2,26,"0,0177"
26,2,"0,0177"
32,46,"0,0176"
46,32,"0,0176"
26,31,"0,0176"
31,26,"0,0176"
4,37,"0,0176"
37,4,"0,0176"
5,20,"0,0175"
20,5,"0,0175"
14,22,"0,0174"
22,14,"0,0174"
2,28,"0,0174"
28,2,"0,0174"
35,42,"0,0173"
42,35,"0,0173"
35,46,"0,0173"
46,35,"0,0173"
34,46,"0,0172"
46,34,"0,0172"
35,38,"0,0171"
38,35,"0,0171"
18,22,"0,0170"
22,18,"0,0170"
17,48,"0,0170"
48,17,"0,0170"
1,18,"0,0169"
18,1,"0,0169"
20,32,"0,0169"
32,20,"0,0169"
45,47,"0,0169"
47,45,"0,0169"
5,38,"0,0169"
38,5,"0,0169"
21,43,"0,0169"
43,21,"0,0169"
1,29,"0,0168"
29,1,"0,0168"
19,22,"0,0168"
22,19,"0,0168"
13,20,"0,0166"
20,13,"0,0166"
14,28,"0,0166"
28,14,"0,0166"
5,36,"0,0166"
36,5,"0,0166"
2,23,"0,0164"
23,2,"0,0164"
22,29,"0,0163"
29,22,"0,0163"
43,47,"0,0163"
47,43,"0,0163"
13,17,"0,0162"
17,13,"0,0162"
6,48,"0,0162"
48,6,"0,0162"
42,50,"0,0162"
50,42,"0,0162"
20,37,"0,0161"
37,20,"0,0161"
28,43,"0,0161"
43,28,"0,0161"
6,33,"0,0160"
33,6,"0,0160"
16,44,"0,0160"
44,16,"0,0160"
24,45,"0,0160"
45,24,"0,0160"
25,47,"0,0158"
47,25,"0,0158"
4,26,"0,0157"
26,4,"0,0157"
1,42,"0,0157"
42,1,"0,0157"
12,30,"0,0157"
30,12,"0,0157"
22,48,"0,0154"
48,22,"0,0154"
7,42,"0,0154"
42,7,"0,0154"
12,45,"0,0152"
45,12,"0,0152"
5,33,"0,0152"
33,5,"0,0152"
4,20,"0,0152"
20,4,"0,0152"
7,33,"0,0151"
33,7,"0,0151"
11,32,"0,0151"
32,11,"0,0151"
2,19,"0,0151"
19,2,"0,0151"
28,37,"0,0150"
37,28,"0,0150"
47,49,"0,0150"
49,47,"0,0150"
22,30,"0,0149"
30,22,"0,0149"
5,18,"0,0149"
18,5,"0,0149"
1,22,"0,0149"
22,1,"0,0149"
5,29,"0,0148"
29,5,"0,0148"
17,39,"0,0148"
39,17,"0,0148"
14,20,"0,0147"
20,14,"0,0147"
23,42,"0,0146"
42,23,"0,0146"
35,41,"0,0146"
41,35,"0,0146"
33,45,"0,0146"
45,33,"0,0146"
10,29,"0,0143"
29,10,"0,0143"
35,44,"0,0142"
44,35,"0,0142"
13,30,"0,0141"
30,13,"0,0141"
16,28,"0,0140"
28,16,"0,0140"
34,35,"0,0140"
35,34,"0,0140"
18,48,"0,0140"
48,18,"0,0140"
1,25,"0,0140"
25,1,"0,0140"
14,23,"0,0139"
23,14,"0,0139"
15,17,"0,0139"
17,15,"0,0139"
5,42,"0,0138"
42,5,"0,0138"
8,37,"0,0138"
37,8,"0,0138"
11,37,"0,0137"
37,11,"0,0137"
2,29,"0,0137"
29,2,"0,0137"
23,40,"0,0136"
40,23,"0,0136"
15,33,"0,0135"
33,15,"0,0135"
15,23,"0,0135"
23,15,"0,0135"
27,31,"0,0135"
31,27,"0,0135"
2,30,"0,0134"
30,2,"0,0134"
19,26,"0,0134"
26,19,"0,0134"
30,45,"0,0134"
45,30,"0,0134"
19,42,"0,0134"
42,19,"0,0134"
16,21,"0,0134"
21,16,"0,0134"
27,44,"0,0133"
44,27,"0,0133"
16,23,"0,0133"
23,16,"0,0133"
8,29,"0,0132"
29,8,"0,0132"
22,38,"0,0131"
38,22,"0,0131"
5,14,"0,0131"
14,5,"0,0131"
11,15,"0,0131"
15,11,"0,0131"
30,31,"0,0130"
31,30,"0,0130"
1,44,"0,0129"
44,1,"0,0129"
12,14,"0,0129"
14,12,"0,0129"
5,40,"0,0128"
40,5,"0,0128"
16,27,"0,0128"
27,16,"0,0128"
5,26,"0,0127"
26,5,"0,0127"
2,6,"0,0127"
6,2,"0,0127"
16,39,"0,0126"
39,16,"0,0126"
26,49,"0,0126"
49,26,"0,0126"
15,46,"0,0125"
46,15,"0,0125"
7,24,"0,0124"
24,7,"0,0124"
35,48,"0,0124"
48,35,"0,0124"
25,38,"0,0123"
38,25,"0,0123"
10,26,"0,0123"
26,10,"0,0123"
8,32,"0,0122"
32,8,"0,0122"
20,36,"0,0121"
36,20,"0,0121"
12,23,"0,0121"
23,12,"0,0121"
10,28,"0,0121"
28,10,"0,0121"
19,23,"0,0120"
23,19,"0,0120"
26,30,"0,0120"
30,26,"0,0120"
18,34,"0,0120"
34,18,"0,0120"
30,42,"0,0120"
42,30,"0,0120"
17,22,"0,0119"
22,17,"0,0119"
14,47,"0,0119"
47,14,"0,0119"
8,12,"0,0118"
12,8,"0,0118"
20,44,"0,0118"
44,20,"0,0118"
20,47,"0,0116"
47,20,"0,0116"
40,47,"0,0116"
47,40,"0,0116"
22,23,"0,0116"
23,22,"0,0116"
48,50,"0,0116"
50,48,"0,0116"
29,44,"0,0115"
44,29,"0,0115"
2,7,"0,0115"
7,2,"0,0115"
10,48,"0,0114"
48,10,"0,0114"
4,22,"0,0114"
22,4,"0,0114"
27,35,"0,0114"
35,27,"0,0114"
8,26,"0,0114"
26,8,"0,0114"
5,13,"0,0113"
13,5,"0,0113"
14,30,"0,0113"
30,14,"0,0113"
21,26,"0,0113"
26,21,"0,0113"
6,42,"0,0113"
42,6,"0,0113"
18,26,"0,0113"
26,18,"0,0113"
35,39,"0,0112"
39,35,"0,0112"
1,48,"0,0112"
48,1,"0,0112"
13,42,"0,0112"
42,13,"0,0112"
20,34,"0,0111"
34,20,"0,0111"
37,41,"0,0111"
41,37,"0,0111"
30,35,"0,0110"
35,30,"0,0110"
6,45,"0,0110"
45,6,"0,0110"
41,44,"0,0108"
44,41,"0,0108"
37,44,"0,0108"
44,37,"0,0108"
21,42,"0,0108"
42,21,"0,0108"
6,44,"0,0107"
44,6,"0,0107"
23,30,"0,0107"
30,23,"0,0107"
2,17,"0,0107"
17,2,"0,0107"
15,36,"0,0106"
36,15,"0,0106"
7,25,"0,0106"
25,7,"0,0106"
15,41,"0,0106"
41,15,"0,0106"
12,37,"0,0106"
37,12,"0,0106"
8,33,"0,0104"
33,8,"0,0104"
7,30,"0,0104"
30,7,"0,0104"
16,41,"0,0104"
41,16,"0,0104"
11,42,"0,0103"
42,11,"0,0103"
1,27,"0,0103"
27,1,"0,0103"
35,50,"0,0103"
50,35,"0,0103"
13,47,"0,0103"
47,13,"0,0103"
31,42,"0,0103"
42,31,"0,0103"
30,32,"0,0102"
32,30,"0,0102"
1,43,"0,0102"
43,1,"0,0102"
15,34,"0,0101"
34,15,"0,0101"
46,48,"0,0101"
48,46,"0,0101"
33,42,"0,0100"
42,33,"0,0100"
17,34,"0,0099"
34,17,"0,0099"
5,48,"0,0099"
48,5,"0,0099"
20,23,"0,0098"
23,20,"0,0098"
28,44,"0,0098"
44,28,"0,0098"
2,35,"0,0097"
35,2,"0,0097"
10,49,"0,0095"
49,10,"0,0095"
1,24,"0,0095"
24,1,"0,0095"
11,47,"0,0095"
47,11,"0,0095"
17,42,"0,0095"
42,17,"0,0095"
11,20,"0,0094"
20,11,"0,0094"
31,47,"0,0094"
47,31,"0,0094"
20,25,"0,0094"
25,20,"0,0094"
20,27,"0,0094"
27,20,"0,0094"
1,49,"0,0094"
49,1,"0,0094"
1,50,"0,0093"
50,1,"0,0093"
27,29,"0,0092"
29,27,"0,0092"
44,48,"0,0092"
48,44,"0,0092"
43,46,"0,0092"
46,43,"0,0092"
2,49,"0,0092"
49,2,"0,0092"
19,44,"0,0091"
44,19,"0,0091"
12,34,"0,0091"
34,12,"0,0091"
22,36,"0,0091"
36,22,"0,0091"
2,50,"0,0091"
50,2,"0,0091"
1,12,"0,0091"
12,1,"0,0091"
38,43,"0,0090"
43,38,"0,0090"
5,43,"0,0090"
43,5,"0,0090"
17,28,"0,0090"
28,17,"0,0090"
2,10,"0,0090"
10,2,"0,0090"
21,44,"0,0088"
44,21,"0,0088"
1,2,"0,0088"
2,1,"0,0088"
26,41,"0,0088"
41,26,"0,0088"
26,37,"0,0088"
37,26,"0,0088"
26,34,"0,0088"
34,26,"0,0088"
27,41,"0,0087"
41,27,"0,0087"
8,10,"0,0086"
10,8,"0,0086"
37,43,"0,0086"
43,37,"0,0086"
18,30,"0,0086"
30,18,"0,0086"
6,27,"0,0086"
27,6,"0,0086"
25,36,"0,0085"
36,25,"0,0085"
6,7,"0,0085"
7,6,"0,0085"
4,5,"0,0085"
5,4,"0,0085"
17,23,"0,0085"
23,17,"0,0085"
11,44,"0,0085"
44,11,"0,0085"
24,38,"0,0084"
38,24,"0,0084"
5,24,"0,0084"
24,5,"0,0084"
30,41,"0,0084"
41,30,"0,0084"
39,44,"0,0084"
44,39,"0,0084"
30,37,"0,0084"
37,30,"0,0084"
2,8,"0,0083"
8,2,"0,0083"
5,49,"0,0083"
49,5,"0,0083"
10,46,"0,0082"
46,10,"0,0082"
40,43,"0,0082"
43,40,"0,0082"
14,35,"0,0082"
35,14,"0,0082"
5,50,"0,0082"
50,5,"0,0082"
30,44,"0,0082"
44,30,"0,0082"
15,39,"0,0082"
39,15,"0,0082"
42,49,"0,0081"
49,42,"0,0081"
10,38,"0,0081"
38,10,"0,0081"
1,46,"0,0081"
46,1,"0,0081"
16,43,"0,0081"
43,16,"0,0081"
15,47,"0,0080"
47,15,"0,0080"
5,12,"0,0080"
12,5,"0,0080"
29,43,"0,0079"
43,29,"0,0079"
2,46,"0,0079"
46,2,"0,0079"
2,38,"0,0078"
38,2,"0,0078"
2,5,"0,0078"
5,2,"0,0078"
4,15,"0,0078"
15,4,"0,0078"
10,45,"0,0077"
45,10,"0,0077"
44,49,"0,0077"
49,44,"0,0077"
4,47,"0,0077"
47,4,"0,0077"
14,50,"0,0077"
50,14,"0,0077"
20,41,"0,0076"
41,20,"0,0076"
15,24,"0,0076"
24,15,"0,0076"
24,47,"0,0076"
47,24,"0,0076"
40,50,"0,0075"
50,40,"0,0075"
16,24,"0,0075"
24,16,"0,0075"
15,50,"0,0075"
50,15,"0,0075"
25,33,"0,0074"
33,25,"0,0074"
2,45,"0,0074"
45,2,"0,0074"
10,40,"0,0074"
40,10,"0,0074"
24,29,"0,0074"
29,24,"0,0074"
27,48,"0,0074"
48,27,"0,0074"
8,42,"0,0074"
42,8,"0,0074"
7,18,"0,0074"
18,7,"0,0074"
19,27,"0,0073"
27,19,"0,0073"
4,24,"0,0073"
24,4,"0,0073"
18,25,"0,0073"
25,18,"0,0073"
10,16,"0,0072"
16,10,"0,0072"
2,44,"0,0072"
44,2,"0,0072"
12,47,"0,0072"
47,12,"0,0072"
4,49,"0,0072"
49,4,"0,0072"
5,46,"0,0071"
46,5,"0,0071"
30,38,"0,0071"
38,30,"0,0071"
4,10,"0,0071"
10,4,"0,0071"
42,46,"0,0070"
46,42,"0,0070"
8,44,"0,0070"
44,8,"0,0070"
4,12,"0,0070"
12,4,"0,0070"
38,42,"0,0069"
42,38,"0,0069"
22,35,"0,0069"
35,22,"0,0069"
12,24,"0,0069"
24,12,"0,0069"
45,46,"0,0068"
46,45,"0,0068"
26,39,"0,0068"
39,26,"0,0068"
2,4,"0,0068"
4,2,"0,0068"
19,24,"0,0068"
24,19,"0,0068"
26,47,"0,0067"
47,26,"0,0067"
5,37,"0,0067"
37,5,"0,0067"
27,39,"0,0067"
39,27,"0,0067"
14,46,"0,0067"
46,14,"0,0067"
10,34,"0,0067"
34,10,"0,0067"
44,46,"0,0067"
46,44,"0,0067"
13,50,"0,0066"
50,13,"0,0066"
42,45,"0,0066"
45,42,"0,0066"
25,43,"0,0066"
43,25,"0,0066"
14,38,"0,0066"
38,14,"0,0066"
38,44,"0,0066"
44,38,"0,0066"
28,35,"0,0066"
35,28,"0,0066"
11,30,"0,0065"
30,11,"0,0065"
7,35,"0,0065"
35,7,"0,0065"
30,39,"0,0064"
39,30,"0,0064"
22,49,"0,0064"
49,22,"0,0064"
21,50,"0,0064"
50,21,"0,0064"
22,50,"0,0064"
50,22,"0,0064"
2,34,"0,0064"
34,2,"0,0064"
30,47,"0,0064"
47,30,"0,0064"
24,26,"0,0064"
26,24,"0,0064"
2,13,"0,0063"
13,2,"0,0063"
14,37,"0,0063"
37,14,"0,0063"
44,45,"0,0062"
45,44,"0,0062"
4,25,"0,0062"
25,4,"0,0062"
26,50,"0,0062"
50,26,"0,0062"
29,30,"0,0062"
30,29,"0,0062"
27,49,"0,0062"
49,27,"0,0062"
11,50,"0,0061"
50,11,"0,0061"
24,25,"0,0061"
25,24,"0,0061"
4,30,"0,0061"
30,4,"0,0061"
28,50,"0,0061"
50,28,"0,0061"
7,50,"0,0061"
50,7,"0,0061"
31,50,"0,0061"
50,31,"0,0061"
2,21,"0,0061"
21,2,"0,0061"
10,27,"0,0060"
27,10,"0,0060"
24,30,"0,0060"
30,24,"0,0060"
4,42,"0,0060"
42,4,"0,0060"
1,28,"0,0059"
28,1,"0,0059"
5,32,"0,0059"
32,5,"0,0059"
20,39,"0,0059"
39,20,"0,0059"
24,36,"0,0058"
36,24,"0,0058"
2,11,"0,0058"
11,2,"0,0058"
18,50,"0,0058"
50,18,"0,0058"
2,27,"0,0058"
27,2,"0,0058"
13,46,"0,0058"
46,13,"0,0058"
14,29,"0,0058"
29,14,"0,0058"
2,31,"0,0058"
31,2,"0,0058"
10,18,"0,0057"
18,10,"0,0057"
36,50,"0,0057"
50,36,"0,0057"
34,42,"0,0057"
42,34,"0,0057"
2,33,"0,0056"
33,2,"0,0056"
8,27,"0,0056"
27,8,"0,0056"
7,8,"0,0056"
8,7,"0,0056"
25,26,"0,0054"
26,25,"0,0054"
2,36,"0,0054"
36,2,"0,0054"
34,44,"0,0054"
44,34,"0,0054"
11,46,"0,0053"
46,11,"0,0053"
7,46,"0,0053"
46,7,"0,0053"
39,46,"0,0053"
46,39,"0,0053"
25,46,"0,0052"
46,25,"0,0052"
31,38,"0,0052"
38,31,"0,0052"
5,28,"0,0052"
28,5,"0,0052"
38,39,"0,0052"
39,38,"0,0052"
5,39,"0,0052"
39,5,"0,0052"
27,42,"0,0052"
42,27,"0,0052"
25,30,"0,0052"
30,25,"0,0052"
27,45,"0,0050"
45,27,"0,0050"
13,29,"0,0050"
29,13,"0,0050"
14,26,"0,0050"
26,14,"0,0050"
25,37,"0,0049"
37,25,"0,0049"
30,36,"0,0049"
36,30,"0,0049"
7,14,"0,0049"
14,7,"0,0049"
7,44,"0,0049"
44,7,"0,0049"
17,24,"0,0048"
24,17,"0,0048"
15,28,"0,0048"
28,15,"0,0048"
18,45,"0,0047"
45,18,"0,0047"
25,40,"0,0047"
40,25,"0,0047"
18,44,"0,0046"
44,18,"0,0046"
29,31,"0,0046"
31,29,"0,0046"
4,27,"0,0046"
27,4,"0,0046"
13,22,"0,0044"
22,13,"0,0044"
25,32,"0,0043"
32,25,"0,0043"
4,18,"0,0043"
18,4,"0,0043"
27,34,"0,0043"
34,27,"0,0043"
17,26,"0,0042"
26,17,"0,0042"
13,25,"0,0042"
25,13,"0,0042"
11,22,"0,0041"
22,11,"0,0041"
7,21,"0,0041"
21,7,"0,0041"
22,33,"0,0040"
33,22,"0,0040"
7,27,"0,0039"
27,7,"0,0039"
18,21,"0,0039"
21,18,"0,0039"
25,39,"0,0038"
39,25,"0,0038"
1,6,"0,0000"
1,8,"0,0000"
1,9,"0,0000"
1,10,"0,0000"
1,23,"0,0000"
1,34,"0,0000"
2,3,"0,0000"
2,9,"0,0000"
2,24,"0,0000"
2,25,"0,0000"
2,39,"0,0000"
2,43,"0,0000"
2,47,"0,0000"
3,2,"0,0000"
3,5,"0,0000"
3,9,"0,0000"
3,12,"0,0000"
3,15,"0,0000"
3,17,"0,0000"
3,20,"0,0000"
3,24,"0,0000"
3,25,"0,0000"
3,26,"0,0000"
3,27,"0,0000"
3,28,"0,0000"
3,29,"0,0000"
3,30,"0,0000"
3,36,"0,0000"
3,37,"0,0000"
3,38,"0,0000"
3,39,"0,0000"
3,40,"0,0000"
3,41,"0,0000"
3,42,"0,0000"
3,44,"0,0000"
3,45,"0,0000"
3,47,"0,0000"
3,48,"0,0000"
3,49,"0,0000"
3,50,"0,0000"
4,9,"0,0000"
4,23,"0,0000"
4,32,"0,0000"
4,35,"0,0000"
4,39,"0,0000"
4,41,"0,0000"
4,43,"0,0000"
4,50,"0,0000"
5,3,"0,0000"
5,6,"0,0000"
5,8,"0,0000"
5,9,"0,0000"
5,10,"0,0000"
5,23,"0,0000"
5,27,"0,0000"
5,41,"0,0000"
5,44,"0,0000"
6,1,"0,0000"
6,5,"0,0000"
6,9,"0,0000"
6,11,"0,0000"
6,13,"0,0000"
6,14,"0,0000"
6,17,"0,0000"
6,23,"0,0000"
6,25,"0,0000"
6,30,"0,0000"
6,39,"0,0000"
6,41,"0,0000"
6,43,"0,0000"
6,47,"0,0000"
6,50,"0,0000"
7,9,"0,0000"
7,23,"0,0000"
7,39,"0,0000"
7,41,"0,0000"
7,43,"0,0000"
8,1,"0,0000"
8,5,"0,0000"
8,11,"0,0000"
8,13,"0,0000"
8,17,"0,0000"
8,23,"0,0000"
8,30,"0,0000"
8,36,"0,0000"
8,39,"0,0000"
8,41,"0,0000"
8,43,"0,0000"
8,47,"0,0000"
8,50,"0,0000"
9,1,"0,0000"
9,2,"0,0000"
9,3,"0,0000"
9,4,"0,0000"
9,5,"0,0000"
9,6,"0,0000"
9,7,"0,0000"
9,10,"0,0000"
9,12,"0,0000"
9,13,"0,0000"
9,16,"0,0000"
9,17,"0,0000"
9,22,"0,0000"
9,23,"0,0000"
9,24,"0,0000"
9,26,"0,0000"
9,27,"0,0000"
9,30,"0,0000"
9,31,"0,0000"
9,33,"0,0000"
9,34,"0,0000"
9,35,"0,0000"
9,38,"0,0000"
9,40,"0,0000"
9,41,"0,0000"
9,43,"0,0000"
9,44,"0,0000"
9,46,"0,0000"
9,50,"0,0000"
10,1,"0,0000"
10,5,"0,0000"
10,9,"0,0000"
10,11,"0,0000"
10,14,"0,0000"
10,17,"0,0000"
10,19,"0,0000"
10,21,"0,0000"
10,23,"0,0000"
10,24,"0,0000"
10,31,"0,0000"
10,32,"0,0000"
10,33,"0,0000"
10,35,"0,0000"
10,36,"0,0000"
10,37,"0,0000"
10,39,"0,0000"
10,41,"0,0000"
10,43,"0,0000"
10,47,"0,0000"
11,6,"0,0000"
11,8,"0,0000"
11,10,"0,0000"
11,23,"0,0000"
11,24,"0,0000"
11,45,"0,0000"
12,3,"0,0000"
12,9,"0,0000"
12,21,"0,0000"
12,31,"0,0000"
12,39,"0,0000"
12,43,"0,0000"
12,48,"0,0000"
12,50,"0,0000"
13,6,"0,0000"
13,8,"0,0000"
13,9,"0,0000"
13,24,"0,0000"
13,45,"0,0000"
14,6,"0,0000"
14,10,"0,0000"
14,24,"0,0000"
14,27,"0,0000"
15,3,"0,0000"
15,43,"0,0000"
16,9,"0,0000"
17,3,"0,0000"
17,6,"0,0000"
17,8,"0,0000"
17,9,"0,0000"
17,10,"0,0000"
17,21,"0,0000"
17,35,"0,0000"
17,41,"0,0000"
18,24,"0,0000"
18,41,"0,0000"
19,10,"0,0000"
19,50,"0,0000"
20,3,"0,0000"
20,43,"0,0000"
21,10,"0,0000"
21,12,"0,0000"
21,17,"0,0000"
21,23,"0,0000"
21,25,"0,0000"
21,29,"0,0000"
21,38,"0,0000"
21,45,"0,0000"
21,47,"0,0000"
22,9,"0,0000"
22,39,"0,0000"
22,41,"0,0000"
22,43,"0,0000"
23,1,"0,0000"
23,4,"0,0000"
23,5,"0,0000"
23,6,"0,0000"
23,7,"0,0000"
23,8,"0,0000"
23,9,"0,0000"
23,10,"0,0000"
23,11,"0,0000"
23,21,"0,0000"
23,24,"0,0000"
23,25,"0,0000"
23,26,"0,0000"
23,29,"0,0000"
23,31,"0,0000"
23,34,"0,0000"
23,36,"0,0000"
23,37,"0,0000"
23,38,"0,0000"
23,39,"0,0000"
23,41,"0,0000"
23,44,"0,0000"
23,45,"0,0000"
23,46,"0,0000"
23,47,"0,0000"
23,48,"0,0000"
23,49,"0,0000"
23,50,"0,0000"
24,2,"0,0000"
24,3,"0,0000"
24,9,"0,0000"
24,10,"0,0000"
24,11,"0,0000"
24,13,"0,0000"
24,14,"0,0000"
24,18,"0,0000"
24,23,"0,0000"
24,27,"0,0000"
24,32,"0,0000"
24,33,"0,0000"
24,35,"0,0000"
24,37,"0,0000"
24,40,"0,0000"
24,41,"0,0000"
24,42,"0,0000"
24,43,"0,0000"
24,44,"0,0000"
24,48,"0,0000"
24,49,"0,0000"
24,50,"0,0000"
25,2,"0,0000"
25,3,"0,0000"
25,6,"0,0000"
25,21,"0,0000"
25,23,"0,0000"
25,27,"0,0000"
25,34,"0,0000"
25,41,"0,0000"
25,50,"0,0000"
26,3,"0,0000"
26,9,"0,0000"
26,23,"0,0000"
26,32,"0,0000"
26,43,"0,0000"
27,3,"0,0000"
27,5,"0,0000"
27,9,"0,0000"
27,14,"0,0000"
27,24,"0,0000"
27,25,"0,0000"
27,50,"0,0000"
28,3,"0,0000"
28,30,"0,0000"
28,47,"0,0000"
29,3,"0,0000"
29,21,"0,0000"
29,23,"0,0000"
29,35,"0,0000"
29,41,"0,0000"
29,50,"0,0000"
30,3,"0,0000"
30,6,"0,0000"
30,8,"0,0000"
30,9,"0,0000"
30,28,"0,0000"
30,34,"0,0000"
30,43,"0,0000"
30,46,"0,0000"
30,48,"0,0000"
30,49,"0,0000"
31,9,"0,0000"
31,10,"0,0000"
31,12,"0,0000"
31,23,"0,0000"
31,45,"0,0000"
32,4,"0,0000"
32,10,"0,0000"
32,24,"0,0000"
32,26,"0,0000"
32,44,"0,0000"
32,45,"0,0000"
32,50,"0,0000"
33,9,"0,0000"
33,10,"0,0000"
33,24,"0,0000"
33,41,"0,0000"
33,44,"0,0000"
34,1,"0,0000"
34,9,"0,0000"
34,23,"0,0000"
34,25,"0,0000"
34,30,"0,0000"
34,47,"0,0000"
34,50,"0,0000"
35,4,"0,0000"
35,9,"0,0000"
35,10,"0,0000"
35,17,"0,0000"
35,24,"0,0000"
35,29,"0,0000"
35,43,"0,0000"
35,47,"0,0000"
36,3,"0,0000"
36,8,"0,0000"
36,10,"0,0000"
36,23,"0,0000"
36,44,"0,0000"
37,3,"0,0000"
37,10,"0,0000"
37,23,"0,0000"
37,24,"0,0000"
37,50,"0,0000"
38,3,"0,0000"
38,9,"0,0000"
38,21,"0,0000"
38,23,"0,0000"
38,41,"0,0000"
38,50,"0,0000"
39,2,"0,0000"
39,3,"0,0000"
39,4,"0,0000"
39,6,"0,0000"
39,7,"0,0000"
39,8,"0,0000"
39,10,"0,0000"
39,12,"0,0000"
39,22,"0,0000"
39,23,"0,0000"
39,45,"0,0000"
39,50,"0,0000"
40,3,"0,0000"
40,9,"0,0000"
40,24,"0,0000"
41,3,"0,0000"
41,4,"0,0000"
41,5,"0,0000"
41,6,"0,0000"
41,7,"0,0000"
41,8,"0,0000"
41,9,"0,0000"
41,10,"0,0000"
41,17,"0,0000"
41,18,"0,0000"
41,22,"0,0000"
41,23,"0,0000"
41,24,"0,0000"
41,25,"0,0000"
41,29,"0,0000"
41,33,"0,0000"
41,38,"0,0000"
41,45,"0,0000"
41,46,"0,0000"
41,47,"0,0000"
41,50,"0,0000"
42,3,"0,0000"
42,24,"0,0000"
42,43,"0,0000"
43,2,"0,0000"
43,4,"0,0000"
43,6,"0,0000"
43,7,"0,0000"
43,8,"0,0000"
43,9,"0,0000"
43,10,"0,0000"
43,12,"0,0000"
43,15,"0,0000"
43,20,"0,0000"
43,22,"0,0000"
43,24,"0,0000"
43,26,"0,0000"
43,30,"0,0000"
43,35,"0,0000"
43,42,"0,0000"
43,44,"0,0000"
43,45,"0,0000"
43,50,"0,0000"
44,3,"0,0000"
44,5,"0,0000"
44,9,"0,0000"
44,23,"0,0000"
44,24,"0,0000"
44,32,"0,0000"
44,33,"0,0000"
44,36,"0,0000"
44,43,"0,0000"
44,47,"0,0000"
44,50,"0,0000"
45,3,"0,0000"
45,11,"0,0000"
45,13,"0,0000"
45,21,"0,0000"
45,23,"0,0000"
45,31,"0,0000"
45,32,"0,0000"
45,39,"0,0000"
45,41,"0,0000"
45,43,"0,0000"
45,50,"0,0000"
46,9,"0,0000"
46,23,"0,0000"
46,30,"0,0000"
46,41,"0,0000"
46,50,"0,0000"
47,2,"0,0000"
47,3,"0,0000"
47,6,"0,0000"
47,8,"0,0000"
47,10,"0,0000"
47,21,"0,0000"
47,23,"0,0000"
47,28,"0,0000"
47,34,"0,0000"
47,35,"0,0000"
47,41,"0,0000"
47,44,"0,0000"
47,48,"0,0000"
48,3,"0,0000"
48,12,"0,0000"
48,23,"0,0000"
48,24,"0,0000"
48,30,"0,0000"
48,47,"0,0000"
49,3,"0,0000"
49,23,"0,0000"
49,24,"0,0000"
49,30,"0,0000"
49,50,"0,0000"
50,3,"0,0000"
50,4,"0,0000"
50,6,"0,0000"
50,8,"0,0000"
50,9,"0,0000"
50,12,"0,0000"
50,19,"0,0000"
50,23,"0,0000"
50,24,"0,0000"
50,25,"0,0000"
50,27,"0,0000"
50,29,"0,0000"
50,32,"0,0000"
50,34,"0,0000"
50,37,"0,0000"
50,38,"0,0000"
50,39,"0,0000"
50,41,"0,0000"
50,43,"0,0000"
50,44,"0,0000"
50,45,"0,0000"
50,46,"0,0000"
50,49,"0,0000"
